model_name,prompt_type,case_id,repeat_id,dataset,ground_truth,prediction,confidence,is_correct,response_time_sec,prompt_tokens,completion_tokens,total_tokens,raw_response,error,timestamp
openai/gpt-4o-mini,system1,26,9,y_arrestedafter2002,False,NO,75,True,0.5499677658081055,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:59.119300
openai/gpt-4o-mini,system1,13,9,y_arrestedafter2002,False,NO,75,True,0.5563309192657471,247,16,263,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:59.669509
openai/gpt-4o-mini,system1,15,9,y_arrestedafter2002,True,YES,75,True,0.557337760925293,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:00.226053
openai/gpt-4o-mini,system1,11,9,y_arrestedafter2002,False,YES,75,False,0.5671639442443848,239,16,255,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:00.783586
openai/gpt-4o-mini,system1,17,9,y_arrestedafter2002,False,YES,75,False,0.5105729103088379,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:01.351103
openai/gpt-4o-mini,system1,1,9,y_arrestedafter2002,False,NO,75,True,0.4012289047241211,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:01.862082
openai/gpt-4o-mini,system1,4,9,y_arrestedafter2002,False,YES,75,False,0.4582998752593994,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:02.263691
openai/gpt-4o-mini,system1,5,9,y_arrestedafter2002,True,YES,85,True,0.4706389904022217,242,16,258,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:02.722291
openai/gpt-4o-mini,system1,2,9,y_arrestedafter2002,False,YES,75,False,0.4446289539337158,235,16,251,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:03.193140
openai/gpt-4o-mini,system1,24,9,y_arrestedafter2002,False,YES,78,False,0.544461727142334,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 78
}",,2026-02-09T22:19:03.638025
openai/gpt-4o-mini,system1,3,9,y_arrestedafter2002,False,YES,75,False,0.5398352146148682,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:04.183033
openai/gpt-4o-mini,system1,23,9,y_arrestedafter2002,False,NO,72,True,0.4695401191711426,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 72
}",,2026-02-09T22:19:04.723261
openai/gpt-4o-mini,system1,25,9,y_arrestedafter2002,True,YES,75,True,0.4759080410003662,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:05.193023
openai/gpt-4o-mini,system1,18,9,y_arrestedafter2002,False,YES,85,False,0.6976661682128906,238,16,254,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:05.669139
openai/gpt-4o-mini,system1,28,9,y_arrestedafter2002,True,YES,75,True,0.5117411613464355,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:06.367051
openai/gpt-4o-mini,system1,20,9,y_arrestedafter2002,True,NO,75,False,0.9233670234680176,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:06.879102
openai/gpt-4o-mini,system1,7,9,y_arrestedafter2002,False,NO,75,True,0.6084327697753906,240,16,256,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:07.802863
openai/gpt-4o-mini,system1,10,9,y_arrestedafter2002,False,NO,75,True,0.4602959156036377,242,16,258,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:08.411555
openai/gpt-4o-mini,system1,14,9,y_arrestedafter2002,True,YES,85,True,0.7036547660827637,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:08.872034
openai/gpt-4o-mini,system1,19,9,y_arrestedafter2002,False,YES,82,False,0.4484140872955322,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 82
}",,2026-02-09T22:19:09.575935
openai/gpt-4o-mini,system1,6,9,y_arrestedafter2002,False,YES,75,False,0.3723890781402588,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:10.024815
openai/gpt-4o-mini,system1,27,10,y_arrestedafter2002,True,YES,75,True,0.4485948085784912,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:10.401964
openai/gpt-4o-mini,system1,16,10,y_arrestedafter2002,False,YES,75,False,0.5593149662017822,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:10.850752
openai/gpt-4o-mini,system1,12,10,y_arrestedafter2002,False,NO,75,True,0.5173046588897705,245,16,261,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:11.410220
openai/gpt-4o-mini,system1,22,10,y_arrestedafter2002,True,YES,85,True,0.491818904876709,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:11.927704
openai/gpt-4o-mini,system1,8,10,y_arrestedafter2002,False,YES,75,False,0.6354408264160156,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:12.419715
openai/gpt-4o-mini,system1,9,10,y_arrestedafter2002,False,YES,75,False,0.5191569328308105,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:13.055353
openai/gpt-4o-mini,system1,21,10,y_arrestedafter2002,False,YES,75,False,0.5327661037445068,236,16,252,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:13.574686
openai/gpt-4o-mini,system1,0,10,y_arrestedafter2002,True,YES,85,True,0.42404890060424805,248,16,264,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:14.107635
openai/gpt-4o-mini,system1,26,10,y_arrestedafter2002,False,NO,75,True,0.5075900554656982,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:14.531892
openai/gpt-4o-mini,system1,13,10,y_arrestedafter2002,False,NO,75,True,0.6497981548309326,247,16,263,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:15.039881
openai/gpt-4o-mini,system1,15,10,y_arrestedafter2002,True,YES,85,True,0.39587879180908203,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:15.689867
openai/gpt-4o-mini,system1,11,10,y_arrestedafter2002,False,YES,75,False,0.5218441486358643,239,16,255,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:16.085935
openai/gpt-4o-mini,system1,17,10,y_arrestedafter2002,False,YES,75,False,0.45675110816955566,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:16.607983
openai/gpt-4o-mini,system1,1,10,y_arrestedafter2002,False,NO,75,True,0.43768906593322754,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:17.064920
openai/gpt-4o-mini,system1,4,10,y_arrestedafter2002,False,YES,75,False,0.4026212692260742,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:17.502974
openai/gpt-4o-mini,system1,5,10,y_arrestedafter2002,True,YES,85,True,0.4566929340362549,242,16,258,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:17.905974
openai/gpt-4o-mini,system1,2,10,y_arrestedafter2002,False,NO,75,True,0.5412030220031738,235,16,251,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:18.362927
openai/gpt-4o-mini,system1,24,10,y_arrestedafter2002,False,YES,75,False,0.5035209655761719,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:18.904428
openai/gpt-4o-mini,system1,3,10,y_arrestedafter2002,False,YES,75,False,0.4182100296020508,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:19.408198
openai/gpt-4o-mini,system1,23,10,y_arrestedafter2002,False,NO,75,True,0.7391109466552734,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:19.827044
openai/gpt-4o-mini,system1,25,10,y_arrestedafter2002,True,YES,75,True,0.44649529457092285,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:20.566362
openai/gpt-4o-mini,system1,18,10,y_arrestedafter2002,False,YES,75,False,0.4267921447753906,238,16,254,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:21.013111
openai/gpt-4o-mini,system1,28,10,y_arrestedafter2002,True,YES,85,True,0.4032740592956543,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:21.440141
openai/gpt-4o-mini,system1,20,10,y_arrestedafter2002,True,NO,75,False,0.5718307495117188,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:21.843610
openai/gpt-4o-mini,system1,7,10,y_arrestedafter2002,False,NO,75,True,0.45592188835144043,240,16,256,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:22.415610
openai/gpt-4o-mini,system1,10,10,y_arrestedafter2002,False,NO,75,True,0.4239480495452881,242,16,258,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:22.871839
openai/gpt-4o-mini,system1,14,10,y_arrestedafter2002,True,YES,85,True,0.4280531406402588,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:23.296047
openai/gpt-4o-mini,system1,19,10,y_arrestedafter2002,False,YES,85,False,0.49204492568969727,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:23.724284
openai/gpt-4o-mini,system1,6,10,y_arrestedafter2002,False,YES,75,False,0.5219511985778809,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:24.216524
openai/gpt-4o-mini,system1,27,11,y_arrestedafter2002,True,YES,75,True,0.45327305793762207,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:24.742091
openai/gpt-4o-mini,system1,16,11,y_arrestedafter2002,False,YES,75,False,0.4307219982147217,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:25.195578
openai/gpt-4o-mini,system1,12,11,y_arrestedafter2002,False,NO,65,True,0.5064258575439453,245,16,261,"{
  ""prediction"": ""NO"",
  ""confidence"": 65
}",,2026-02-09T22:19:25.626523
openai/gpt-4o-mini,system1,22,11,y_arrestedafter2002,True,YES,85,True,0.4539799690246582,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:26.133585
openai/gpt-4o-mini,system1,8,11,y_arrestedafter2002,False,YES,85,False,0.5453941822052002,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:26.587842
openai/gpt-4o-mini,system1,9,11,y_arrestedafter2002,False,YES,75,False,0.4841606616973877,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:27.133553
openai/gpt-4o-mini,system1,21,11,y_arrestedafter2002,False,YES,75,False,0.4605598449707031,236,16,252,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:27.617925
openai/gpt-4o-mini,system1,0,11,y_arrestedafter2002,True,YES,85,True,0.44835996627807617,248,16,264,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:28.078667
openai/gpt-4o-mini,system1,26,11,y_arrestedafter2002,False,NO,75,True,0.42720794677734375,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:28.527421
openai/gpt-4o-mini,system1,13,11,y_arrestedafter2002,False,NO,75,True,0.45519208908081055,247,16,263,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:28.954853
openai/gpt-4o-mini,system1,15,11,y_arrestedafter2002,True,YES,75,True,0.4619171619415283,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:29.410436
openai/gpt-4o-mini,system1,11,11,y_arrestedafter2002,False,YES,75,False,0.5394549369812012,239,16,255,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:29.872710
openai/gpt-4o-mini,system1,17,11,y_arrestedafter2002,False,YES,75,False,0.4382491111755371,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:30.412543
openai/gpt-4o-mini,system1,1,11,y_arrestedafter2002,False,NO,75,True,0.7462327480316162,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:30.851036
openai/gpt-4o-mini,system1,4,11,y_arrestedafter2002,False,YES,75,False,0.4701070785522461,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:31.597521
openai/gpt-4o-mini,system1,5,11,y_arrestedafter2002,True,YES,85,True,0.5095081329345703,242,16,258,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:32.067850
openai/gpt-4o-mini,system1,2,11,y_arrestedafter2002,False,YES,75,False,0.6048440933227539,235,16,251,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:32.577530
openai/gpt-4o-mini,system1,24,11,y_arrestedafter2002,False,YES,75,False,0.4690110683441162,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:33.182545
openai/gpt-4o-mini,system1,3,11,y_arrestedafter2002,False,YES,75,False,0.48937129974365234,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:33.651713
openai/gpt-4o-mini,system1,23,11,y_arrestedafter2002,False,NO,75,True,0.5385568141937256,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:34.141294
openai/gpt-4o-mini,system1,25,11,y_arrestedafter2002,True,YES,75,True,0.8582940101623535,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:34.680604
openai/gpt-4o-mini,system1,18,11,y_arrestedafter2002,False,YES,85,False,0.41673707962036133,238,16,254,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:35.539122
openai/gpt-4o-mini,system1,28,11,y_arrestedafter2002,True,YES,75,True,0.5329992771148682,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:35.956224
openai/gpt-4o-mini,system1,20,11,y_arrestedafter2002,True,NO,75,False,0.6302590370178223,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:36.489420
openai/gpt-4o-mini,system1,7,11,y_arrestedafter2002,False,NO,75,True,0.6616759300231934,240,16,256,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:37.119914
openai/gpt-4o-mini,system1,10,11,y_arrestedafter2002,False,NO,75,True,0.49698424339294434,242,16,258,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:37.781857
openai/gpt-4o-mini,system1,14,11,y_arrestedafter2002,True,YES,85,True,0.4331169128417969,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:38.279168
openai/gpt-4o-mini,system1,19,11,y_arrestedafter2002,False,YES,85,False,0.43018388748168945,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:38.712523
openai/gpt-4o-mini,system1,6,11,y_arrestedafter2002,False,YES,75,False,0.37944889068603516,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:39.142864
openai/gpt-4o-mini,system1,27,12,y_arrestedafter2002,True,YES,75,True,0.36960792541503906,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:39.525273
openai/gpt-4o-mini,system1,16,12,y_arrestedafter2002,False,YES,75,False,0.4835929870605469,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:39.895644
openai/gpt-4o-mini,system1,12,12,y_arrestedafter2002,False,NO,75,True,0.4740738868713379,245,16,261,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:40.379728
openai/gpt-4o-mini,system1,22,12,y_arrestedafter2002,True,YES,85,True,0.5381722450256348,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:40.854015
openai/gpt-4o-mini,system1,8,12,y_arrestedafter2002,False,YES,75,False,0.5095863342285156,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:41.392501
openai/gpt-4o-mini,system1,9,12,y_arrestedafter2002,False,YES,75,False,0.5946469306945801,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:41.902350
openai/gpt-4o-mini,system1,21,12,y_arrestedafter2002,False,YES,75,False,0.5051841735839844,236,16,252,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:42.497175
openai/gpt-4o-mini,system1,0,12,y_arrestedafter2002,True,YES,75,True,0.46327972412109375,248,16,264,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:43.002643
openai/gpt-4o-mini,system1,26,12,y_arrestedafter2002,False,NO,75,True,0.5217039585113525,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:43.466164
openai/gpt-4o-mini,system1,13,12,y_arrestedafter2002,False,NO,75,True,0.5068480968475342,247,16,263,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:43.988138
openai/gpt-4o-mini,system1,15,12,y_arrestedafter2002,True,YES,78,True,0.477924108505249,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 78
}",,2026-02-09T22:19:44.495330
openai/gpt-4o-mini,system1,11,12,y_arrestedafter2002,False,YES,75,False,0.510200023651123,239,16,255,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:44.973968
openai/gpt-4o-mini,system1,17,12,y_arrestedafter2002,False,YES,75,False,0.45586514472961426,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:45.484469
openai/gpt-4o-mini,system1,1,12,y_arrestedafter2002,False,NO,75,True,0.46555399894714355,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:45.940567
openai/gpt-4o-mini,system1,4,12,y_arrestedafter2002,False,YES,75,False,0.6289598941802979,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:46.406437
openai/gpt-4o-mini,system1,5,12,y_arrestedafter2002,True,YES,85,True,0.8578031063079834,242,16,258,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:47.035599
openai/gpt-4o-mini,system1,2,12,y_arrestedafter2002,False,YES,75,False,0.4179239273071289,235,16,251,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:47.893571
openai/gpt-4o-mini,system1,24,12,y_arrestedafter2002,False,YES,75,False,0.5220620632171631,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:48.311671
openai/gpt-4o-mini,system1,3,12,y_arrestedafter2002,False,YES,75,False,0.6278469562530518,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:48.833904
openai/gpt-4o-mini,system1,23,12,y_arrestedafter2002,False,NO,75,True,0.6028060913085938,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:49.461938
openai/gpt-4o-mini,system1,25,12,y_arrestedafter2002,True,YES,75,True,0.49786996841430664,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:50.065009
openai/gpt-4o-mini,system1,18,12,y_arrestedafter2002,False,YES,75,False,0.511289119720459,238,16,254,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:50.563381
openai/gpt-4o-mini,system1,28,12,y_arrestedafter2002,True,YES,85,True,0.5023260116577148,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:51.074868
openai/gpt-4o-mini,system1,20,12,y_arrestedafter2002,True,NO,75,False,0.42163586616516113,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:51.577387
openai/gpt-4o-mini,system1,7,12,y_arrestedafter2002,False,NO,75,True,0.45690393447875977,240,16,256,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:51.999228
openai/gpt-4o-mini,system1,10,12,y_arrestedafter2002,False,NO,75,True,0.4746100902557373,242,16,258,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:52.456326
openai/gpt-4o-mini,system1,14,12,y_arrestedafter2002,True,YES,85,True,0.7324779033660889,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:52.931110
openai/gpt-4o-mini,system1,19,12,y_arrestedafter2002,False,YES,85,False,0.5324039459228516,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:53.663821
openai/gpt-4o-mini,system1,6,12,y_arrestedafter2002,False,YES,75,False,0.40465307235717773,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:54.196607
openai/gpt-4o-mini,system1,27,13,y_arrestedafter2002,True,YES,75,True,0.4958310127258301,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:54.604241
openai/gpt-4o-mini,system1,16,13,y_arrestedafter2002,False,YES,75,False,0.3857569694519043,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:55.100283
openai/gpt-4o-mini,system1,12,13,y_arrestedafter2002,False,NO,75,True,0.4457099437713623,245,16,261,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:55.486462
openai/gpt-4o-mini,system1,22,13,y_arrestedafter2002,True,YES,85,True,0.45249223709106445,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:55.932395
openai/gpt-4o-mini,system1,8,13,y_arrestedafter2002,False,YES,75,False,0.37957096099853516,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:56.385183
openai/gpt-4o-mini,system1,9,13,y_arrestedafter2002,False,YES,75,False,0.45703911781311035,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:56.765111
openai/gpt-4o-mini,system1,21,13,y_arrestedafter2002,False,YES,75,False,0.46595025062561035,236,16,252,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:57.222464
openai/gpt-4o-mini,system1,0,13,y_arrestedafter2002,True,YES,85,True,0.47991180419921875,248,16,264,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:19:57.688710
openai/gpt-4o-mini,system1,26,13,y_arrestedafter2002,False,NO,75,True,0.47742319107055664,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:58.168877
openai/gpt-4o-mini,system1,13,13,y_arrestedafter2002,False,NO,75,True,0.45275306701660156,247,16,263,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:19:58.646469
openai/gpt-4o-mini,system1,15,13,y_arrestedafter2002,True,YES,78,True,0.506272554397583,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 78
}",,2026-02-09T22:19:59.099442
openai/gpt-4o-mini,system1,11,13,y_arrestedafter2002,False,YES,75,False,0.6517019271850586,239,16,255,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:19:59.605993
openai/gpt-4o-mini,system1,17,13,y_arrestedafter2002,False,YES,75,False,0.5139679908752441,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:20:00.258156
openai/gpt-4o-mini,system1,1,13,y_arrestedafter2002,False,NO,75,True,0.5426137447357178,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:20:00.772346
openai/gpt-4o-mini,system1,4,13,y_arrestedafter2002,False,YES,85,False,0.5655701160430908,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:20:01.315794
openai/gpt-4o-mini,system1,5,13,y_arrestedafter2002,True,YES,85,True,0.482011079788208,242,16,258,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:20:01.881615
openai/gpt-4o-mini,system1,2,13,y_arrestedafter2002,False,YES,75,False,0.4545881748199463,235,16,251,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:20:02.363945
openai/gpt-4o-mini,system1,24,13,y_arrestedafter2002,False,YES,75,False,0.504274845123291,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:20:02.818803
openai/gpt-4o-mini,system1,3,13,y_arrestedafter2002,False,YES,85,False,0.9416429996490479,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:20:03.323618
openai/gpt-4o-mini,system1,23,13,y_arrestedafter2002,False,NO,75,True,0.5041499137878418,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:20:04.265497
openai/gpt-4o-mini,system1,25,13,y_arrestedafter2002,True,YES,75,True,0.7096970081329346,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:20:04.769954
openai/gpt-4o-mini,system1,18,13,y_arrestedafter2002,False,YES,85,False,0.45806384086608887,238,16,254,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:20:05.479848
openai/gpt-4o-mini,system1,28,13,y_arrestedafter2002,True,YES,75,True,0.4178338050842285,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:20:05.938712
openai/gpt-4o-mini,system1,20,13,y_arrestedafter2002,True,NO,85,False,0.635800838470459,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 85
}",,2026-02-09T22:20:06.356880
openai/gpt-4o-mini,system1,7,13,y_arrestedafter2002,False,NO,75,True,0.4386591911315918,240,16,256,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:20:06.993058
openai/gpt-4o-mini,system1,10,13,y_arrestedafter2002,False,NO,75,True,0.402385950088501,242,16,258,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:20:07.432011
openai/gpt-4o-mini,system1,14,13,y_arrestedafter2002,True,YES,85,True,0.5569889545440674,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:20:07.834771
